"stock_id", "Title", "barcode", "category", "price"
"U-HT-B-M","Bubble Top Hose Black Medium","*U-HT-B-M*","","0","0",
"U-HT-B-M","Bubble Top Hose Black Medium","*U-HT-B-M*","","0","0",
"pc-reed-walsh","Reed - Walsh Practice Chanter","*PC-REED-WALSH*","","0","0",
"pc-reed-walsh","Reed - Walsh Practice Chanter","*PC-REED-WALSH*","","0","0",
"pc-reed-walsh","Reed - Walsh Practice Chanter","*PC-REED-WALSH*","","0","0",
"pc-reed-walsh","Reed - Walsh Practice Chanter","*PC-REED-WALSH*","","0","0",
"pc-reed-walsh","Reed - Walsh Practice Chanter","*PC-REED-WALSH*","","0","0",
"pc-reed-walsh","Reed - Walsh Practice Chanter","*PC-REED-WALSH*","","0","0",
"D-S-KP2","KP2 Drum Sticks","*D-S-KP2*","","0","0",
"D-S-KP2","KP2 Drum Sticks","*D-S-KP2*","","0","0",
"BP-R-ReedElastics","Reed Elastics","*BP-R-REEDELASTICS*","","0","0",
"BP-R-ReedElastics","Reed Elastics","*BP-R-REEDELASTICS*","","0","0",
"BP-R-ReedElastics","Reed Elastics","*BP-R-REEDELASTICS*","","0","0",
"BP-R-ReedElastics","Reed Elastics","*BP-R-REEDELASTICS*","","0","0",
"BP-R-ReedElastics","Reed Elastics","*BP-R-REEDELASTICS*","","0","0",
"PC-PC-Reg","Pipers Choice Regular Chanter","*PC-PC-REG*","","0","0",
"PC-PC-Reg","Pipers Choice Regular Chanter","*PC-PC-REG*","","0","0",
"PC-PC-Reg","Pipers Choice Regular Chanter","*PC-PC-REG*","","0","0",
"pc-reed-red","Reed - Red (Warmack)","*PC-REED-RED*","","0","0",
"pc-reed-red","Reed - Red (Warmack)","*PC-REED-RED*","","0","0",
"pc-reed-red","Reed - Red (Warmack)","*PC-REED-RED*","","0","0",
"pc-reed-red","Reed - Red (Warmack)","*PC-REED-RED*","","0","0",
"pc-reed-red","Reed - Red (Warmack)","*PC-REED-RED*","","0","0",
"pc-reed-red","Reed - Red (Warmack)","*PC-REED-RED*","","0","0",
"pc-reed-red","Reed - Red (Warmack)","*PC-REED-RED*","","0","0",
"pc-reed-red","Reed - Red (Warmack)","*PC-REED-RED*","","0","0",
"pc-reed-red","Reed - Red (Warmack)","*PC-REED-RED*","","0","0",
"pc-reed-red","Reed - Red (Warmack)","*PC-REED-RED*","","0","0",
"pc-reed-red","Reed - Red (Warmack)","*PC-REED-RED*","","0","0",
"pc-reed-red","Reed - Red (Warmack)","*PC-REED-RED*","","0","0",
"pc-reed-red","Reed - Red (Warmack)","*PC-REED-RED*","","0","0",
"pc-reed-red","Reed - Red (Warmack)","*PC-REED-RED*","","0","0",
"pc-reed-red","Reed - Red (Warmack)","*PC-REED-RED*","","0","0",
"pc-reed-red","Reed - Red (Warmack)","*PC-REED-RED*","","0","0",
"pc-reed-red","Reed - Red (Warmack)","*PC-REED-RED*","","0","0",
"pc-reed-red","Reed - Red (Warmack)","*PC-REED-RED*","","0","0",
"pc-reed-red","Reed - Red (Warmack)","*PC-REED-RED*","","0","0",
"pc-reed-red","Reed - Red (Warmack)","*PC-REED-RED*","","0","0",
"Shipping","Shipping From Supplier","*SHIPPING*","","0","0",
"bp-adjust-mouthpiece","Adjustable Mouthpiece","*UST-MOUTHPIECE*","","0","2",
"bp-adjust-mouthpiece","Adjustable Mouthpiece","*UST-MOUTHPIECE*","","0","2",
"BP-Tape","Chanter Tuning Tape","*BP-TAPE*","","0","0",
"BP-Tape","Chanter Tuning Tape","*BP-TAPE*","","0","0",
"BP-Tape","Chanter Tuning Tape","*BP-TAPE*","","0","0",
"BP-Tape","Chanter Tuning Tape","*BP-TAPE*","","0","0",
"BP-Tape","Chanter Tuning Tape","*BP-TAPE*","","0","0",
