"stock_id", "Title", "barcode", "category", "price"
"d-premier-drumkey","Premier or Pearl Drumkey","*D-PREMIER-DRUMKEY*","","0",
"d-premier-drumkey","Premier or Pearl Drumkey","*D-PREMIER-DRUMKEY*","","0",
"d-premier-drumkey","Premier or Pearl Drumkey","*D-PREMIER-DRUMKEY*","","0",
"d-premier-drumkey","Premier or Pearl Drumkey","*D-PREMIER-DRUMKEY*","","0",
"d-premier-drumkey","Premier or Pearl Drumkey","*D-PREMIER-DRUMKEY*","","0",
"d-premier-drumkey","Premier or Pearl Drumkey","*D-PREMIER-DRUMKEY*","","0",
"d-premier-drumkey","Premier or Pearl Drumkey","*D-PREMIER-DRUMKEY*","","0",
"d-premier-drumkey","Premier or Pearl Drumkey","*D-PREMIER-DRUMKEY*","","0",
"d-premier-drumkey","Premier or Pearl Drumkey","*D-PREMIER-DRUMKEY*","","0",
"d-premier-drumkey","Premier or Pearl Drumkey","*D-PREMIER-DRUMKEY*","","0",
"D-PP-Cam-M","Cameron Practice Pad Medium","*D-PP-CAM-M*","","0",
"D-PP-Cam-M","Cameron Practice Pad Medium","*D-PP-CAM-M*","","0",
"D-PP-Cam-M","Cameron Practice Pad Medium","*D-PP-CAM-M*","","0",
"D-PP-Cam-M","Cameron Practice Pad Medium","*D-PP-CAM-M*","","0",
"D-PP-Cam-M","Cameron Practice Pad Medium","*D-PP-CAM-M*","","0",
"D-PP-Cam-M","Cameron Practice Pad Medium","*D-PP-CAM-M*","","0",
"D-PP-Cam-M","Cameron Practice Pad Medium","*D-PP-CAM-M*","","0",
"D-PP-Cam-S","Cameron Practice Pad Soft","*D-PP-CAM-S*","","0",
"Shipping","Shipping From Supplier","*SHIPPING*","","0",
