"stock_id", "Title", "barcode", "category", "price"
"sp-d-lb-msi-021","GRAIN BLACK LEATHER SPORRAN WITH BRASS STUD","*SP-D-LB-MSI-021*","","0",
"sp-d-rfb-3wt-msi-054","Full Dress Sporran Cantle Rabbit Fur Black White Tassels","*SP-D-RFB-3WT-MSI-054*","","0",
"sp-d-lb-c-msi-074","BLACK SEMI DRESS SPORRAN CELTIC DEISGN","*SP-D-LB-C-MSI-074*","","0",
"u-sp-hd-fw-t-msi-057","Half Dress Sporran Thistle Emblem White Fur","*U-SP-HD-FW-T-MSI-057*","","0",
"sp-day-lbl-k-msi-013","Day Sporran Black Leather 3 woven tassels celtic knot","*SP-DAY-LBL-K-MSI-013*","","0",
"hd-hat-hornpipe-O-51","Hornpipe Hat Oval Size 51","*HD-HAT-HORNPIPE-O-51*","","0",
"hd-hat-hornpipe-O-51","Hornpipe Hat Oval Size 51","*HD-HAT-HORNPIPE-O-51*","","0",
"hd-hat-hornpipe-O-59","Hornpipe Hat Oval Size 59","*HD-HAT-HORNPIPE-O-59*","","0",
"hd-hat-hornpipe-O-59","Hornpipe Hat Oval Size 59","*HD-HAT-HORNPIPE-O-59*","","0",
"hd-hat-hornpipe-O-55","Hornpipe Hat Oval Size 55","*HD-HAT-HORNPIPE-O-55*","","0",
"U-SP-Chain","Sporran Chain","*U-SP-CHAIN*","","0",
"U-SP-Chain","Sporran Chain","*U-SP-CHAIN*","","0",
"U-SP-Chain","Sporran Chain","*U-SP-CHAIN*","","0",
"U-SP-Chain","Sporran Chain","*U-SP-CHAIN*","","0",
"U-SP-Chain","Sporran Chain","*U-SP-CHAIN*","","0",
"U-SP-Chain","Sporran Chain","*U-SP-CHAIN*","","0",
"U-SP-Chain","Sporran Chain","*U-SP-CHAIN*","","0",
"U-SP-Chain","Sporran Chain","*U-SP-CHAIN*","","0",
"U-SP-Chain","Sporran Chain","*U-SP-CHAIN*","","0",
