"stock_id", "Title", "barcode", "category", "price"
"Shepherd_ABW","Shepherd African Blackwood chanter","*SHEPHERD_ABW*","","0",
"Shepherd_ABW","Shepherd African Blackwood chanter","*SHEPHERD_ABW*","","0",
