"stock_id", "Title", "barcode", "category", "price"
"Shipping","Shipping From Supplier","*SHIPPING*","","0","0",
"Shipping","Shipping From Supplier","*SHIPPING*","","0","0",
"Shipping","Shipping From Supplier","*SHIPPING*","","0","0",
"Shipping","Shipping From Supplier","*SHIPPING*","","0","0",
"Shipping","Shipping From Supplier","*SHIPPING*","","0","0",
"Shipping","Shipping From Supplier","*SHIPPING*","","0","0",
"Shipping","Shipping From Supplier","*SHIPPING*","","0","0",
"Shipping","Shipping From Supplier","*SHIPPING*","","0","0",
"Shipping","Shipping From Supplier","*SHIPPING*","","0","0",
"hd-ghillies-19.5-dw","Dancewear Highland Deluxe Ghillie (19.5cm)(UK13.5J)(US13.5C)","*-GHILLIES-19.5-DW*","","0","2",
"hd-ghillies-20.0-dw","Dancewear Highland Deluxe Ghillie (20.0cm)(UK1)(US1.5)","*-GHILLIES-20.0-DW*","","0","2",
"hd-ghillies-20.5-dw","Dancewear Highland Deluxe Ghillie (20.5cm)(UK1.5)(US2)","*-GHILLIES-20.5-DW*","","0","2",
"hd-ghillies-20.5-dw","Dancewear Highland Deluxe Ghillie (20.5cm)(UK1.5)(US2)","*-GHILLIES-20.5-DW*","","0","2",
"hd-ghillies-21.0-dw","Dancewear Highland Deluxe Ghillie (21.0cm)(UK2)(US2.5)","*-GHILLIES-21.0-DW*","","0","2",
"hd-ghillies-21.0-dw","Dancewear Highland Deluxe Ghillie (21.0cm)(UK2)(US2.5)","*-GHILLIES-21.0-DW*","","0","2",
"hd-ghillies-22.5-dw","Dancewear Highland Deluxe Ghillie (22.5cm)(UK3.5)(US4.5)","*-GHILLIES-22.5-DW*","","0","2",
"hd-ghillies-23.0-dw","Dancewear Highland Deluxe Ghillie (23.0cm)(UK4.5)(US5)","*-GHILLIES-23.0-DW*","","0","2",
"hd-ghillies-24.5-dw","Dancewear Highland Deluxe Ghillie  (24.5cm)(UK6)(US7)","*-GHILLIES-24.5-DW*","","0","2",
