"stock_id","SKU","Image_URL","category","Title","description","long_description","price","instock","managestock","virtual","downloadable","tax_status","tax_class","allow_backorders","shipping_weight","shipping_length","shipping_width","shipping_height","shipping_class","cross_sell_SKUs","upsell_SKUs","tags",
"M-BP-PC1","M-BP-PC1",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/M-BP-PC1.jpg","Practice Chanter","McCallum Practice Chanter Child","McCallum Practice Chanter Child","McCallum Practice Chanter Practice Chanter","65","0","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"KACS-PC-P24","KACS-PC-P24",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/KACS-PC-P24.jpg","Practice Chanter Case","Padded Practice Chanter Case 24x6","Padded Practice Chanter Case 24x6","Padded Practice Chanter Case 24&quot; x 6&quot;","16","1","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"810784020220","810784020220",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/810784020220.jpg","Drum Cases Carriers","Hardcase Snare Drum Case","Hardcase Snare Drum Case","Molded Snare Drum Case by Hardcase","160","6","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-M-BoreOil","BP-M-BoreOil",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-M-BoreOil.jpg","Bagpipe Maintenance","Bore Oil","Bore Oil","Bagpipe Bore Oil - Pipers&#039; Choice Bore Oil contains a special preservative to help prevent cracking and warping of the bagpipe due to excessive dryness or over-absorption of moisture. Comes in a 1.25 oz. bottle and should be used occasionally to keep","5","5","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"U-HT-B-L","U-HT-B-L",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/U-HT-B-L.jpg","Kilt Hose","Bubble Top Hose Black Large","Bubble Top Hose Black Large","Bubble top Black hose.

These bubble top hose come in different colors and multiple sizes. These hose are machine washable. Depending on the Tartan you are wearing the correct choice of hose color can really help accent the kilt for you.","30","5","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"U-HT-OW-L","U-HT-OW-L",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/U-HT-OW-L.jpg","Kilt Hose","Bubble Top Hose Off White Large","Bubble Top Hose Off White Large","Large Bubble top Off White hose.

These bubble top hose come in different colors and multiple sizes. These hose are machine washable. Depending on the Tartan you are wearing the correct choice of hose color can really help accent the kilt for you.","30","2","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"U-HT-OW-M","U-HT-OW-M",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/U-HT-OW-M.jpg","Kilt Hose","Bubble Top Hose Off White Medium","Bubble Top Hose Off White Medium","Medium Bubble top Off White hose.

These bubble top hose come in different colors and multiple sizes. These hose are machine washable. Depending on the Tartan you are wearing the correct choice of hose color can really help accent the kilt for you.","30","1","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"U-SG-S","U-SG-S",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/U-SG-S.jpg","Sgian Dubh","Sgian Dubh Celtic Knot with Stone","Sgian Dubh Celtic Knot with Stone","Sgian Dubh with Stone","76.19","1","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"U-GB-12","U-GB-12",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/U-GB-12.jpg","Footwear","Ghillie Brogues size 12","Ghillie Brogues size 12","Ghillie Brogues size 12","135.24","1","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-P-Goose","BP-P-Goose",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-P-Goose.jpg","Bagpipe Parts","Bagpipe Goose Adaptor","Bagpipe Goose Adaptor","Bagpipe Goose Adaptor","12.14","3","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-M-LilMac","BP-M-LilMac",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-M-LilMac.jpg","Bagpipe Maintenance","Lil Mac valve","Lil Mac valve","Keeping the bag full and providing a constant pressure for steady blowing is hard enough when playing your bagpipe, so you don&#039;t need the added worry and aggravation of a wasteful air leak through your mouthpiece. This can be 100 per cent eliminated when you use the &quot;Little Mac&quot; Valve. You will benefit in the following ways; does not restrict blowing; an instant airtight seal; little or no maintenance; will not dry or wear out; top quality and durability. ","12.86","3","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"U-SG-NoBlade","U-SG-NoBlade",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/U-SG-NoBlade.jpg","Sgian Dubh","Sgian Dubh with safety blade","Sgian Dubh with safety blade","Sgian Dubh with safety blade","38.09","4","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"D-T-Mallets-B","D-T-Mallets-B",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/D-T-Mallets-B.jpg","Drum Sticks and Mallets","Rhythm Tenor Mallets. Black ","Rhythm Tenor Mallets. Black ","Black Rhythm Tenor Mallets","34.95","1","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"D-T-Mallets-R","D-T-Mallets-R",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/D-T-Mallets-R.jpg","Drum Sticks and Mallets","Rhythm Tenor Mallets. Red","Rhythm Tenor Mallets. Red","Red Rhythm Tenor Mallets","34.95","1","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"U-SP-H-ClanFraser","U-SP-H-ClanFraser",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/U-SP-H-ClanFraser.jpg","Sporran Half Dress","Semi Dress Sporran With Clan Crest Fraser","Semi Dress Sporran With Clan Crest Fraser","Fraser crested semi-dress Sporran","159.95","0","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-C-Softside","BP-C-Softside",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-C-Softside.jpg","Bagpipe Case","Soft Sided Bagpipe Case (PC)","Soft Sided Bagpipe Case (PC)","Soft Sided Pipers Case - The soft-sided pipe case from pipers choice is reinforced with thick foam padding and soft plastic for added stability. The case come with backpack straps, or it can be carried normally. This case will accommodate a Ross canister bag system. The measurements are 24&quot; X 11.5&quot; X 6.5&quot; ","85.71","2","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"U-KP-Sw","U-KP-Sw",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/U-KP-Sw.jpg","Scottish Dress","Kilt Pin Sword (Claymore)","Kilt Pin Sword (Claymore)","Kilt Pin Sword","9.95","2","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"U-KP-T","U-KP-T",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/U-KP-T.jpg","Scottish Dress","Kilt Pin Thistle","Kilt Pin Thistle","Thistle Kilt Pin","27.95","-1","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"U-KP-TT","U-KP-TT",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/U-KP-TT.jpg","Scottish Dress","Kilt Pin Twisted Thistle","Kilt Pin Twisted Thistle","Twisted Thistle Kilt Pin","27.95","3","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-C-StockCover","BP-C-StockCover",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-C-StockCover.jpg","Bagpipe Parts","Chanter Stock Cover","Chanter Stock Cover","This Chanter stock cover is used to protect the reed when you remove the chanter from your bagpipe after playing. By doing so the reed is protected and will not absorb moisture from the pipe bag when you are not playing. This enhances the life of the reed","15","5","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-M-MPProt","BP-M-MPProt",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-M-MPProt.jpg","Bagpipe Maintenance","Mouthpiece Protectors","Mouthpiece Protectors","Mouthpiece Protectors - Protect your mouthpiece and extend its life with a mouthpiece protector (2/pack). These mouthpiece protectors are now used by many pipers on all different types of blowpipes. The soft rubber helps you protect the blowpipe and your teeth.","2.86","11","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-M-RubberValve","BP-M-RubberValve",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-M-RubberValve.jpg","Bagpipe Parts","Rubber Blowstick Valve","Rubber Blowstick Valve","This rubber valve requires no modification to your existing blowpipe. It is a device that by design stays closed giving a complete seal with no drying out. Although these valves have a long life, it is good to replace them every once in a while. ","5","9","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-M-BigMac","BP-M-BigMac",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-M-BigMac.jpg","Bagpipe Maintenance","Big Mac valve","Big Mac valve","The &quot;Big Mac&quot; Valve - The big brother to the &quot;Little Mac.&quot; This valve serves multiple functions as a one-way valve, water trap and air redirect. The Big Mac inserts into the bottom of the blowpipe stock (via zippered bag) and features an Airstream valve that is protected internally and is easily accessed for cleaning. The section inside the stock allows for moisture to collect to be dumped later. Last, the right angle redirect forces air away from the pipe chanter reed delayi","24.99","1","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-P-GooseValve","BP-P-GooseValve",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-P-GooseValve.jpg","Bagpipe Parts","Bagpipe Goose Adaptor with Airflow Valve","Bagpipe Goose Adaptor with Airflow Valve","Bagpipe Goose Adaptor with Airflow Valve","15.95","3","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-M-WaxC","BP-M-WaxC",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-M-WaxC.jpg","Bagpipe Maintenance","Cobblers Wax","Cobblers Wax","Cobbler&#039;s Wax. Complete with a piece of leather to use as a hand grip. This cobblers wax is specially formulated to apply black wax to the first bit of hemp for extra sticking power. It is used when starting to hemp a joint on the set of pipes, and h","4.99","4","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-M-BrushD","BP-M-BrushD",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-M-BrushD.jpg","Bagpipe Maintenance","Drone Brush","Drone Brush","Drone Brushes are 17&quot; long with a 9&quot; absorbent cotton tip to remove moisture from the drone after playing. The soft cotton will not scratch the wood and can be washed out when soiled. This brush is also used in the application of Bagpipe bore oi","7.62","5","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-M-BrushC","BP-M-BrushC",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-M-BrushC.jpg","Bagpipe Maintenance","Chanter Brush","Chanter Brush","Chanter Brushes allow you to clean the chanter bore which can collect a great deal of sediment that if allowed to build up, diminishes the bore and changes the pitch. The absorbent cotton brushes are 17&quot; long with 9&quot; of tapered cotton specifical","7.62","5","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-C-Backpack","BP-C-Backpack",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-C-Backpack.jpg","Bagpipe Case","Pipers Choice Backpack Case","Pipers Choice Backpack Case","The Pipers&#039; Choice Backpack style case is one of the most up to date, stylish cases on the market. This case will accommodate all styles of pipe bags and systems, including; Ross Canister, Bannatyne, Canmore and leather bags. The case features 2 concealable padded shoulder straps and 2 handles for carrying methods. There are internal compartments that provide protection for your chanter. As well this case features external compartments to hold your maintenance items in. It is 26.5&quot; x 1","114.29","1","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"SM90","SM90",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/SM90.jpg","Reeds - Drone","Shepherd Synthetic Drone Reeds SM90","Shepherd Synthetic Drone Reeds SM90","Shepherd SM90 Drone Reeds - These reeds are the next generation to the Shepherd all plastic drone reeds. They give a better tone that the original Shepherd Plastic drone reeds, and have a telescopic adjustment to allow for optimum tuning for your drones. These are sold as a set of 2 tenors and 1 bass. Extra tongues are available. These do not require any playing in time. ","75","3","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"R02","R02",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/R02.jpg","Reeds - Drone","Shepherd Cane Drone Reeds Bass","Shepherd Cane Drone Reeds Bass","Bass Drone Reeds made from Cane","15","-3","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"R02T","R02T",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/R02T.jpg","Reeds - Drone","Shepherd Cane Drone Reeds Tenor","Shepherd Cane Drone Reeds Tenor","Tenor Drone Reeds made from Cane","15","-6","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"M-BP-PC2","M-BP-PC2",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/M-BP-PC2.jpg","Practice Chanter","McCallum Practice Chanter Regular","McCallum Practice Chanter Regular","McCallum Practice Chanter Regular ","65","4","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-S-Drones","BP-S-Drones",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-S-Drones.jpg","Bagpipe Parts","Bagpipe Drone Stopper","Bagpipe Drone Stopper","Bagpipe Drone Stopper aka Corks","3.57","8","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-S-Stocks","BP-S-Stocks",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-S-Stocks.jpg","Bagpipe Parts","Bagpipe Stock Stopper","Bagpipe Stock Stopper","Bagpipe Stock Stopper aka Corks","5","6","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-M-Reamer","BP-M-Reamer",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-M-Reamer.jpg","Bagpipe Maintenance","Lil Mac Reamer","Lil Mac Reamer","The Tapered Reamer allows easy installation of the &quot;Little Mac&quot; valve if it is too large for the blowpipe seat. When Properly installed, this will result in an airtight seal for when playing the pipes. It is done by hand in no time at all. It can also be used to open the seat of a pipe chanter, but this is only recommended for those who understand the workings of a chanter. ","14","1","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"R01-M","R01-M",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/R01-M.jpg","Bagpipe Reeds","Shepherd Cane Chanter Reeds Medium","Shepherd Cane Chanter Reeds Medium","Shepherd Pipe Chanter Reed - The Shepherd Pipe chanter reed is one of the most popular reeds on the market today. It is being used my many of the worlds top pipe bands, and solo players. Each reed comes pre-tested and packaged individually in a plastic reed pack. This will protect them from chipping when not in use. Reeds are in 3 different strengths, soft, medium and hard. Please specify what strength you are looking for. ","17.62","4","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"R01-W","R01-W",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/R01-W.jpg","Bagpipe Reeds","Shepherd Cane Chanter Reeds Weak","Shepherd Cane Chanter Reeds Weak","Shepherd Pipe Chanter Reed - The Shepherd Pipe chanter reed is one of the most popular reeds on the market today. It is being used my many of the worlds top pipe bands, and solo players. Each reed comes pre-tested and packaged individually in a plastic reed pack. This will protect them from chipping when not in use. Reeds are in 3 different strengths, soft, medium and hard. Please specify what strength you are looking for. ","17.62","3","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"SR12-M","SR12-M",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/SR12-M.jpg","Bagpipe Reeds","Shepherd Cane Ridge Chanter Reeds Medium","Shepherd Cane Ridge Chanter Reeds Medium","The Shepherd Pipe chanter reed is one of the most popular reeds on the market today. It is being used my many of the worlds top pipe bands, and solo players. Each reed comes pre-tested. Reeds are in 3 different strengths, soft, medium and hard. Please specify what strength you are looking for. ","17.5","0","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"SR12-W","SR12-W",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/SR12-W.jpg","Bagpipe Reeds","Shepherd Cane Ridge Chanter Reeds Weak","Shepherd Cane Ridge Chanter Reeds Weak","The Shepherd Pipe chanter reed is one of the most popular reeds on the market today. It is being used my many of the worlds top pipe bands, and solo players. Each reed comes pre-tested. Reeds are in 3 different strengths, soft, medium and hard. Please specify what strength you are looking for. ","17.62","11","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-M-HempB","BP-M-HempB",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-M-HempB.jpg","Bagpipe Maintenance","Waxed Hemp Black","Waxed Hemp Black","Black Waxed Hemp - Black waxed hemp is used as a replacement to, or in combination with plain yellow hemp. The Black waxed hemp is a thicker weave than the yellow hemps, and is commonly used on drone tuning slides, and stock joints. It comes pre-coated wi","12.86","7","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-M-Season-bt","BP-M-Season-bt",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-M-Season-bt.jpg","Bagpipe Maintenance","Bagtight Seasoning 6oz","Bagtight Seasoning 6oz","Bagtight seasoning is to be used to season the pipe bag. Seasoning a pipe bag regularly will keep your bag from leaking air, and make the pipe bag tight! As well, the seasoning also helps to condition the skin of the bag and provide some moisture control.","15.95","7","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-K-DR-Evo-T","BP-K-DR-Evo-T",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-K-DR-Evo-T.jpg","Reeds - Drone","Evolution Drone Reed Tongues Regular","Evolution Drone Reed Tongues Regular","Regular strength replacement tongues for Evolution Drone Reeds.","25","1","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-K-DR-Evo-Teasy","BP-K-DR-Evo-Teasy",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-K-DR-Evo-Teasy.jpg","Reeds - Drone","Evolution Drone Reed Tongues Easy","Evolution Drone Reed Tongues Easy","Easy strength replacement tongues for Evolution Drone Reeds.","25","1","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"RP35","RP35",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/RP35.jpg","Reeds - Drone","Replacement Blades Shepherd Original Synth Drone ","Replacement Blades Shepherd Original Synth Drone ","This set of Replacement tongues are meant for the Shepherd Original Plastic Drone Reeds. If you are not sure what model of drone reeds that you have, look at the colour of the tongues. They should be white for the Original Plastic Reeds. These are easy to replace and will give you lots of care free playing time. Sold in a complete set, 1 bass and 2 tenor. ","15.24","3","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"RP35B","RP35B",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/RP35B.jpg","Reeds - Drone","Replacement Blades Shepherd SM90 Synth Drone ","Replacement Blades Shepherd SM90 Synth Drone ","This set of Replacement tongues are meant for the Shepherd SM90 drone reeds. If you are not sure what model of drone reeds that you have, look at the colour of the tongues. They should be blue for the SM90 Reeds. These are easy to replace and will give you lots of care free playing time. Sold in a complete set, 1 bass and 2 tenor.","15.24","2","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-M-Mandril","BP-M-Mandril",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-M-Mandril.jpg","Bagpipe Maintenance","Reed Mandrel","Reed Mandrel","The Reed Mandrel is a great little tool for altering your pipe chanter reed. This is a tool that can be used for adjusting the strength of your pipe chanter reed. ","19.25","1","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-M-Mouthpiece3","BP-M-Mouthpiece3",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-M-Mouthpiece3.jpg","Bagpipe Parts","Plastic Mouthpiece 3&quot;","Plastic Mouthpiece 3&quot;","Bagpipe Mouthpieces Different size mouthpieces are available for the bagpipe. This way you can alter the length of the blowpipe on your pipes without having to buy a new blowpipe. These mouthpieces are made of Delrin, so they are strong and will last a long time. They will fit on most blowpipes. 5 sizes in total are available 2 1/2&quot;, 3&quot;, 4&quot;, 5&quot;, 6&quot;. A proper fitting blowpipe will help with your posture when playing your bagpipe. ","15","5","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-M-Mouthpiece4","BP-M-Mouthpiece4",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-M-Mouthpiece4.jpg","Bagpipe Parts","Plastic Mouthpiece 4&quot;","Plastic Mouthpiece 4&quot;","Bagpipe Mouthpieces Different size mouthpieces are available for the bagpipe. This way you can alter the length of the blowpipe on your pipes without having to buy a new blowpipe. These mouthpieces are made of Delrin, so they are strong and will last a long time. They will fit on most blowpipes. 5 sizes in total are available 2 1/2&quot;, 3&quot;, 4&quot;, 5&quot;, 6&quot;. A proper fitting blowpipe will help with your posture when playing your bagpipe. ","15","5","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-M-Mouthpiece5","BP-M-Mouthpiece5",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-M-Mouthpiece5.jpg","Bagpipe Parts","Plastic Mouthpiece 5&quot;","Plastic Mouthpiece 5&quot;","Bagpipe Mouthpieces Different size mouthpieces are available for the bagpipe. This way you can alter the length of the blowpipe on your pipes without having to buy a new blowpipe. These mouthpieces are made of Delrin, so they are strong and will last a long time. They will fit on most blowpipes. 5 sizes in total are available 2 1/2&quot;, 3&quot;, 4&quot;, 5&quot;, 6&quot;. A proper fitting blowpipe will help with your posture when playing your bagpipe. ","15","5","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"BP-M-Mouthpiece6","BP-M-Mouthpiece6",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/BP-M-Mouthpiece6.jpg","Bagpipe Parts","Plastic Mouthpiece 6&quot;","Plastic Mouthpiece 6&quot;","Bagpipe Mouthpieces Different size mouthpieces are available for the bagpipe. This way you can alter the length of the blowpipe on your pipes without having to buy a new blowpipe. These mouthpieces are made of Delrin, so they are strong and will last a long time. They will fit on most blowpipes. 5 sizes in total are available 2 1/2&quot;, 3&quot;, 4&quot;, 5&quot;, 6&quot;. A proper fitting blowpipe will help with your posture when playing your bagpipe. ","15","10","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"U-B-LionL","U-B-LionL",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/U-B-LionL.jpg","Buttons-Braid","Pewter Lion Button Large","Pewter Lion Button Large","Large Pewter Lion Button","3.25","25","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"U-B-LionM","U-B-LionM",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/U-B-LionM.jpg","Buttons-Braid","Pewter Lion Button Medium","Pewter Lion Button Medium","Medium Pewter Lion Button","3.25","25","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"U-B-LionS","U-B-LionS",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/U-B-LionS.jpg","Buttons-Braid","Pewter Lion Button Small","Pewter Lion Button Small","Small Pewter Lion Button","3.25","25","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"U-B-ThistleL","U-B-ThistleL",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/U-B-ThistleL.jpg","Buttons-Braid","Pewter Thistle Button Large","Pewter Thistle Button Large","Large Pewter Thistle Button","1.6","135","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"U-B-ThistleS","U-B-ThistleS",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/U-B-ThistleS.jpg","Buttons-Braid","Pewter Thistle Button Small","Pewter Thistle Button Small","Small Pewter Thistle Button","1.6","115","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"U-KP-SwT","U-KP-SwT",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/U-KP-SwT.jpg","Scottish Dress","Kilt Pin Sword with Thistle","Kilt Pin Sword with Thistle","Kilt Pin Sword with Thistle","27.95","0","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"U-SP-L-DayStag","U-SP-L-DayStag",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/U-SP-L-DayStag.jpg","Sporran Day","Day Sporran Black Leather With Stag","Day Sporran Black Leather With Stag","Embossed and Studded with Stags Head - This black leather day sporran is a step up our basic sporran. It has an embossed flap with a stags head and 3 leather knotted tassels. All sporrans are made in Canada and come with a chain strap. ","152.38","0","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"VF-Earplugl","VF-Earplugl",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/VF-Earplugl.jpg","Music Accessories","Vic Firth High Fidelity Ear Plugs (Large)","Vic Firth High Fidelity Ear Plugs (Large)","The world?s highest fidelity non-custom earplugs. Configured to replicate the natural response of the ear canal so that sound is reproduced exactly as the ear would hear it, only quieter. Clarity of speech and richness of music are preserved rather than m","30.95","11","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"VF-Earplugr","VF-Earplugr",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/VF-Earplugr.jpg","Music Accessories","Vic Firth High Fidelity Ear Plugs (Regular)","Vic Firth High Fidelity Ear Plugs (Regular)","The world?s highest fidelity non-custom earplugs. Configured to replicate the natural response of the ear canal so that sound is reproduced exactly as the ear would hear it, only quieter. Clarity of speech and richness of music are preserved rather than m","30.95","6","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"CSB600D","CSB600D",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/CSB600D.jpg","Drum Set","Cymbal Boom Stand","Cymbal Boom Stand","Cymbal Boom Stand","36.4","0","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"MPTR6","MPTR6",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/MPTR6.jpg","Drum Set","Triangle","Triangle","Triangle","3.85","0","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
"D-BD-Mallet-B","D-BD-Mallet-B",https://fhs-laptop1.fraserhighlandshoppe.ca/fhs/frontaccount/ing/company/1/images/D-BD-Mallet-B.jpg","Drum Sticks and Mallets","Bass Drum Mallets Black","Bass Drum Mallets Black","Black Bass Drum Mallets","45.1","1","1","0","0","Taxable","Standard","1","1","1","1","1","standard","","","",
